ID_Prestamo_Unico;ID_Cliente;Fecha_Originacion;Monto_Prestamo_USD;Saldo_Actual_Prestamo_USD;Total_Pagado_Capital_USD;Monto_Mora_Sin_Cargos_USD;Cuotas_Mora;Dias_Mora_DPD;Estado_Orden;Fecha_Vencimiento_1ra_Cuota;Monto_1ra_Cuota_USD;FPD;Score_Crediticio_Usuario;Tipo_Producto_Vertical
8930384;1167753;07/11/2024;41.76;41.76;0.0;41.76;3;131.0;DELAYED;21/11/2024;13.92;Yes;335.0;Moda
11315833;6084686;14/12/2024;35.5;0.0;35.5;0.0;0;;CLOSED;28/12/2024;11.83;No;387.0;Hogar
17342506;6669465;12/03/2025;22.7;0.0;22.7;0.0;0;;CLOSED;26/03/2025;22.7;No;434.0;Supermercados
11465012;6522243;15/12/2024;41.41;0.0;41.41;0.0;0;;CLOSED;29/12/2024;13.8;No;421.0;Moda
16812428;1014428;03/03/2025;51.49;17.16;34.33;0.0;0;;IN_PROGRESS;17/03/2025;17.16;No;454.0;Herramientas
15414020;2669110;09/02/2025;49.85;0.0;49.85;0.0;0;;CLOSED;23/02/2025;49.85;No;13.0;Supermercados
11326463;9564758;14/12/2024;29.69;0.0;29.69;0.0;0;;CLOSED;28/12/2024;9.9;No;450.0;Salud
12735039;3220336;24/12/2024;11.2;0.0;11.2;0.0;0;;CLOSED;07/01/2025;3.73;No;475.0;Moda
14091671;5845989;16/01/2025;13.3;0.0;13.3;0.0;0;;CLOSED;30/01/2025;13.3;No;403.0;Farmacias
17411306;7422753;13/03/2025;30.0;20.0;10.0;0.0;0;;IN_PROGRESS;27/03/2025;10.0;No;386.0;Moda
17366783;9797090;12/03/2025;184.2;122.8;61.4;0.0;0;;IN_PROGRESS;26/03/2025;61.4;No;17.0;Salud
12802583;1445480;26/12/2024;15.5;0.0;15.5;0.0;0;;CLOSED;09/01/2025;5.17;No;481.0;Moda
14443099;7093048;23/01/2025;18.0;0.0;18.0;0.0;0;;CLOSED;06/02/2025;6.0;No;320.0;Hogar
8979446;7506023;08/11/2024;72.0;0.0;72.0;0.0;0;;CLOSED;22/11/2024;24.0;No;413.0;Tecnología
18338187;8711026;26/03/2025;108.0;72.0;36.0;0.0;0;;IN_PROGRESS;09/04/2025;36.0;No;462.0;Hogar
13456972;8147875;02/01/2025;15.3;0.0;15.3;0.0;0;;CLOSED;16/01/2025;5.1;No;565.0;Herramientas
14705847;3318116;28/01/2025;12.0;0.0;12.0;0.0;0;;CLOSED;11/02/2025;4.0;No;428.0;Moda
8795159;7381172;04/11/2024;34.1;0.0;34.1;0.0;0;;CLOSED;18/11/2024;11.37;No;427.0;Herramientas
15537373;1577887;11/02/2025;14.0;0.0;14.0;0.0;0;;CLOSED;25/02/2025;4.67;No;542.0;Moda
13771302;9444669;08/01/2025;41.86;0.0;41.86;0.0;0;;CLOSED;22/01/2025;41.86;No;13.0;Supermercados
10355579;6098620;01/12/2024;37.82;0.0;37.82;0.0;0;;CLOSED;15/12/2024;37.82;No;369.0;Supermercados
10503505;1262182;02/12/2024;30.3;0.0;30.3;0.0;0;;CLOSED;16/12/2024;30.3;No;453.0;Supermercados
9991875;2561522;27/11/2024;22.1;0.0;22.1;0.0;0;;CLOSED;11/12/2024;22.1;No;407.0;Farmacias
12537575;7054192;23/12/2024;12.0;0.0;11.97;0.0;0;;CLOSED;06/01/2025;4.0;No;514.0;Deporte
13638586;1078282;06/01/2025;30.72;0.0;30.72;0.0;0;;CLOSED;20/01/2025;10.24;No;446.0;Moda
12597751;8341693;24/12/2024;37.99;0.0;37.99;0.0;0;;CLOSED;07/01/2025;12.66;No;410.0;Hogar
16193361;3117636;21/02/2025;44.27;0.0;44.27;0.0;0;;CLOSED;07/03/2025;44.27;No;397.0;Supermercados
14065799;5761069;16/01/2025;23.84;0.0;23.84;0.0;0;;CLOSED;30/01/2025;23.84;No;470.0;Supermercados
13938549;2052756;13/01/2025;62.29;0.0;62.29;0.0;0;;CLOSED;27/01/2025;20.76;No;17.0;Hogar
12777737;9249335;26/12/2024;36.0;0.0;36.0;0.0;0;;CLOSED;09/01/2025;12.0;No;442.0;Moda
12001580;5089945;20/12/2024;14.0;0.0;14.0;0.0;0;;CLOSED;03/01/2025;4.67;No;443.0;Moda
13239368;1216818;30/12/2024;23.39;0.0;23.39;0.0;0;;CLOSED;13/01/2025;7.8;No;470.0;Hogar
9798398;8429917;23/11/2024;30.0;0.0;30.0;0.0;0;;CLOSED;07/12/2024;10.0;No;491.0;Moda
18684575;5206200;31/03/2025;12.54;12.54;0.0;0.0;0;;IN_PROGRESS;14/04/2025;12.54;No;450.0;Farmacias
13004181;2906935;28/12/2024;15.0;0.0;15.0;0.0;0;;CLOSED;11/01/2025;5.0;No;344.0;Moda
13546636;8686744;04/01/2025;43.25;0.0;43.25;0.0;0;;CLOSED;18/01/2025;43.25;No;431.0;Supermercados
13366957;4454140;31/12/2024;49.47;0.0;49.47;0.0;0;;CLOSED;14/01/2025;16.49;No;420.0;Moda
15455481;7322095;10/02/2025;142.8;0.0;142.8;0.0;0;;CLOSED;24/02/2025;47.6;No;549.0;Salud
12331132;9892558;22/12/2024;14.4;0.0;14.4;0.0;0;;CLOSED;05/01/2025;4.8;No;410.0;Moda
12832122;9075296;26/12/2024;19.2;0.0;19.15;0.0;0;;CLOSED;09/01/2025;6.4;No;528.0;Moda
13428812;6797747;31/12/2024;10.4;0.0;10.4;0.0;0;;CLOSED;14/01/2025;3.47;No;8.0;Deporte
17900898;9291255;19/03/2025;29.43;29.43;0.0;0.0;0;;IN_PROGRESS;02/04/2025;29.43;No;337.0;Farmacias
16674353;1662861;01/03/2025;62.54;0.0;62.54;0.0;0;;CLOSED;15/03/2025;62.54;No;391.0;Supermercados
12060922;6033600;20/12/2024;33.5;0.0;33.5;0.0;0;;CLOSED;03/01/2025;11.17;No;423.0;Moda
12326267;6769896;22/12/2024;10.0;0.0;10.0;0.0;0;;CLOSED;05/01/2025;3.33;No;366.0;Hogar
14021082;4022403;15/01/2025;40.35;0.0;40.35;0.0;0;;CLOSED;29/01/2025;13.45;No;568.0;Moda
9298055;3901147;15/11/2024;15.2;0.0;15.2;0.0;0;;CLOSED;29/11/2024;5.07;No;482.0;Moda
8706773;4068364;02/11/2024;12.8;0.0;12.8;0.0;0;;CLOSED;16/11/2024;4.27;No;449.0;Moda
11034029;7137035;10/12/2024;21.48;0.0;21.48;0.0;0;;CLOSED;24/12/2024;21.48;No;313.0;Restaurantes
15261558;7148770;07/02/2025;13.53;0.0;13.53;0.0;0;;CLOSED;21/02/2025;13.53;No;357.0;Supermercados
13425055;1667787;31/12/2024;27.11;0.0;27.11;0.0;0;;CLOSED;14/01/2025;27.11;No;442.0;Supermercados
9119070;1213436;10/11/2024;31.3;0.0;31.3;0.0;0;;CLOSED;24/11/2024;31.3;No;420.0;Supermercados
11099057;5837814;11/12/2024;38.49;0.0;38.49;0.0;0;;CLOSED;25/12/2024;12.83;No;326.0;Hogar
12043578;8044864;20/12/2024;11.48;0.0;11.48;0.0;0;;CLOSED;03/01/2025;3.83;No;369.0;Moda
10489673;6316962;02/12/2024;68.67;0.0;68.67;0.0;0;;CLOSED;16/12/2024;68.67;No;525.0;Supermercados
12041124;5928458;20/12/2024;45.59;0.0;45.59;0.0;0;;CLOSED;03/01/2025;15.2;No;417.0;Moda
11046361;5304042;11/12/2024;27.0;0.0;27.0;0.0;0;;CLOSED;25/12/2024;9.0;No;17.0;Moda
16274251;1144909;22/02/2025;30.9;10.3;20.6;0.0;0;;IN_PROGRESS;08/03/2025;10.3;No;441.0;Moda
18440651;4710038;28/03/2025;13.05;13.05;0.0;0.0;0;;IN_PROGRESS;11/04/2025;4.35;No;428.0;Herramientas
12399745;9090949;22/12/2024;30.49;0.0;30.49;0.0;0;;CLOSED;05/01/2025;10.16;No;9.0;Moda
15895137;3819376;16/02/2025;10.81;0.0;10.81;0.0;0;;CLOSED;02/03/2025;10.81;No;236.0;Supermercados
10870755;7430566;08/12/2024;10.0;0.0;10.0;0.0;0;;CLOSED;22/12/2024;3.33;No;377.0;Moda
12996579;1007838;28/12/2024;41.16;0.0;41.16;0.0;0;;CLOSED;11/01/2025;13.72;No;428.0;Moda
11961524;6039048;20/12/2024;10.0;0.0;10.0;0.0;0;;CLOSED;03/01/2025;3.33;No;438.0;Moda
16027080;6886463;18/02/2025;18.0;0.0;18.0;0.0;0;;CLOSED;04/03/2025;6.0;No;415.0;Moda
14681369;2784484;27/01/2025;38.54;0.0;38.54;0.0;0;;CLOSED;10/02/2025;38.54;No;20.0;Supermercados
16062621;4761661;19/02/2025;17.6;5.87;11.73;0.0;0;;IN_PROGRESS;05/03/2025;5.87;No;429.0;Hogar
12635242;9735266;24/12/2024;20.88;0.0;20.88;0.0;0;;CLOSED;07/01/2025;6.96;No;437.0;Moda
16072134;1389435;19/02/2025;13.5;0.0;13.5;0.0;0;;CLOSED;05/03/2025;4.5;No;566.0;Moda
13531493;6936148;03/01/2025;60.0;0.0;60.0;0.0;0;;CLOSED;17/01/2025;60.0;No;431.0;Farmacias
11080127;7638516;11/12/2024;30.0;0.0;30.0;0.0;0;;CLOSED;25/12/2024;10.0;No;421.0;Hogar
11092687;2489159;11/12/2024;66.0;0.0;66.0;0.0;0;;CLOSED;25/12/2024;22.0;No;473.0;Moda
16228876;6063616;22/02/2025;23.14;0.0;23.14;0.0;0;;CLOSED;08/03/2025;7.71;No;397.0;Hogar
10764417;5409482;07/12/2024;12.0;0.0;12.0;0.0;0;;CLOSED;21/12/2024;4.0;No;411.0;Moda
9433804;2979487;16/11/2024;44.99;0.0;44.86;0.0;0;;CLOSED;30/11/2024;15.0;No;527.0;Deporte
17249400;7808097;10/03/2025;36.5;24.33;12.17;0.0;0;;IN_PROGRESS;24/03/2025;12.17;No;417.0;Hogar
12888994;9310115;27/12/2024;12.0;0.0;12.0;0.0;0;;CLOSED;10/01/2025;4.0;No;370.0;Moda
15940586;1233131;17/02/2025;13.99;4.66;9.33;0.0;0;;IN_PROGRESS;03/03/2025;4.66;No;480.0;Hogar
16301058;3468311;23/02/2025;15.49;0.0;15.49;0.0;0;;CLOSED;09/03/2025;5.16;No;409.0;Hogar
17850769;8095946;19/03/2025;45.36;30.24;15.12;0.0;0;;IN_PROGRESS;02/04/2025;15.12;No;448.0;Servicios
17216393;5333771;09/03/2025;19.58;0.0;19.58;0.0;0;;CLOSED;23/03/2025;19.58;No;510.0;Supermercados
9621132;5609537;20/11/2024;140.05;0.0;140.05;0.0;0;;CLOSED;04/12/2024;46.68;No;12.0;Deporte
9006082;1864194;09/11/2024;14.4;0.0;14.4;0.0;0;;CLOSED;23/11/2024;4.8;No;465.0;Moda
14607498;5929980;26/01/2025;10.44;0.0;10.44;0.0;0;;CLOSED;09/02/2025;10.44;No;438.0;Supermercados
18362473;4130797;27/03/2025;27.99;27.99;0.0;0.0;0;;IN_PROGRESS;10/04/2025;27.99;No;315.0;Supermercados
11081218;6012462;11/12/2024;16.4;0.0;16.4;0.0;0;;CLOSED;25/12/2024;5.47;No;441.0;Salud
12439425;1836229;23/12/2024;9.19;0.0;9.19;0.0;0;;CLOSED;06/01/2025;9.19;No;343.0;Restaurantes
18746421;3934423;31/03/2025;39.17;39.17;0.0;0.0;0;;IN_PROGRESS;14/04/2025;39.17;No;478.0;Supermercados
17536144;8987314;15/03/2025;13.0;8.66;4.33;0.0;0;;IN_PROGRESS;29/03/2025;4.33;No;414.0;Herramientas
16167736;7153030;21/02/2025;10.24;0.0;10.24;0.0;0;;CLOSED;07/03/2025;3.41;No;405.0;Moda
11180664;7886057;13/12/2024;20.0;0.0;20.0;0.0;0;;CLOSED;27/12/2024;6.67;No;410.0;Moda
12198091;2306382;21/12/2024;48.0;0.0;48.0;0.0;0;;CLOSED;04/01/2025;16.0;No;464.0;Moda
11706528;8551884;17/12/2024;22.4;0.0;22.4;0.0;0;;CLOSED;31/12/2024;7.47;No;431.0;Hogar
11461561;5968089;15/12/2024;25.96;0.0;25.96;0.0;0;;CLOSED;29/12/2024;25.96;No;381.0;Supermercados
11253841;2258936;13/12/2024;14.0;0.0;14.0;0.0;0;;CLOSED;27/12/2024;4.67;No;347.0;Moda
16787256;5760822;02/03/2025;16.51;0.0;16.51;0.0;0;;CLOSED;16/03/2025;16.51;No;503.0;Supermercados
16755788;8627011;02/03/2025;36.11;0.0;36.11;0.0;0;;CLOSED;16/03/2025;36.11;No;12.0;Supermercados
18305811;3541892;26/03/2025;44.32;43.12;1.2;0.0;0;;IN_PROGRESS;09/04/2025;44.32;No;499.0;Farmacias
13530182;9222035;03/01/2025;51.2;0.0;51.2;0.0;0;;CLOSED;17/01/2025;17.07;No;460.0;Deporte
13368960;8461698;31/12/2024;172.42;0.0;172.42;0.0;0;;CLOSED;14/01/2025;172.42;No;11.0;Farmacias
12808259;4124868;26/12/2024;17.16;0.0;17.16;0.0;0;;CLOSED;09/01/2025;5.72;No;384.0;Moda
9425607;1681087;16/11/2024;36.47;0.0;36.47;0.0;0;;CLOSED;30/11/2024;12.16;No;482.0;Hogar
10471803;6166405;02/12/2024;11.2;0.0;11.2;0.0;0;;CLOSED;16/12/2024;3.73;No;429.0;Moda
12356315;9109145;22/12/2024;20.0;0.0;20.0;0.0;0;;CLOSED;05/01/2025;6.67;No;445.0;Moda
14144984;1225307;17/01/2025;17.12;0.0;17.12;0.0;0;;CLOSED;31/01/2025;17.12;No;417.0;Supermercados
18617848;2398770;30/03/2025;12.79;5.6;7.19;0.0;0;;IN_PROGRESS;13/04/2025;12.79;No;364.0;Farmacias
17201174;3821278;09/03/2025;53.4;35.6;17.8;0.0;0;;IN_PROGRESS;23/03/2025;17.8;No;375.0;Moda
13470145;1440481;02/01/2025;46.83;0.0;46.83;0.0;0;;CLOSED;16/01/2025;46.83;No;408.0;Farmacias
10692073;3278340;06/12/2024;48.41;0.0;48.41;0.0;0;;CLOSED;20/12/2024;16.14;No;441.0;Moda
18573203;8407288;29/03/2025;12.28;12.28;0.0;0.0;0;;IN_PROGRESS;12/04/2025;12.28;No;434.0;Supermercados
17180758;3706975;09/03/2025;23.5;15.67;7.83;0.0;0;;IN_PROGRESS;23/03/2025;7.83;No;414.0;Hogar
15159667;6853609;05/02/2025;95.0;0.0;95.0;0.0;0;;CLOSED;19/02/2025;31.67;No;430.0;Hogar
8862999;1643997;05/11/2024;12.4;0.0;12.4;0.0;0;;CLOSED;19/11/2024;4.13;No;455.0;Moda
16398218;9128199;24/02/2025;14.4;4.8;9.6;0.0;0;;IN_PROGRESS;10/03/2025;4.8;No;507.0;Moda
16903489;6798451;04/03/2025;38.99;13.0;26.0;0.0;0;;IN_PROGRESS;18/03/2025;13.0;No;441.0;Hogar
16734523;9788569;02/03/2025;29.84;0.0;29.84;0.0;0;;CLOSED;16/03/2025;29.84;No;25.0;Supermercados
15789265;8900137;15/02/2025;18.0;0.0;18.0;0.0;0;;CLOSED;01/03/2025;6.0;No;385.0;Moda
13840608;6480242;11/01/2025;16.15;0.0;16.15;0.0;0;;CLOSED;25/01/2025;16.15;No;431.0;Supermercados
16362673;9929361;24/02/2025;53.23;17.74;35.48;0.0;0;;IN_PROGRESS;10/03/2025;17.74;No;420.0;Servicios
13182296;6319740;30/12/2024;66.0;0.0;66.0;0.0;0;;CLOSED;13/01/2025;22.0;No;387.0;Tecnología
9203016;9668958;13/11/2024;24.01;0.0;24.01;0.0;0;;CLOSED;27/11/2024;8.0;No;473.0;Hogar
10420919;5216257;01/12/2024;28.56;0.0;28.56;0.0;0;;CLOSED;15/12/2024;9.52;No;293.0;Moda
12722778;3770035;24/12/2024;37.51;0.0;37.51;0.0;0;;CLOSED;07/01/2025;12.5;No;432.0;Hogar
14720182;9350421;28/01/2025;19.65;0.0;19.65;0.0;0;;CLOSED;11/02/2025;6.55;No;434.0;Servicios
13478091;2413508;02/01/2025;99.08;0.0;99.08;0.0;0;;CLOSED;16/01/2025;99.08;No;504.0;Supermercados
13486831;5398252;03/01/2025;36.0;0.0;36.0;0.0;0;;CLOSED;17/01/2025;12.0;No;496.0;Servicios
13760642;9984484;08/01/2025;10.84;0.0;10.84;0.0;0;;CLOSED;22/01/2025;3.61;No;458.0;Moda
12182140;5767880;21/12/2024;59.25;0.0;59.25;0.0;0;;CLOSED;04/01/2025;59.25;No;472.0;Supermercados
15410128;1090334;09/02/2025;287.2;0.0;71.8;0.0;0;;IN_PROGRESS;23/02/2025;23.93;No;457.0;Tecnología
14946023;7791019;01/02/2025;203.2;0.0;67.73;0.0;0;;IN_PROGRESS;15/02/2025;22.58;No;471.0;Tecnología
17777831;6111817;17/03/2025;8.34;0.0;8.34;0.0;0;;CLOSED;31/03/2025;8.34;No;433.0;Supermercados
10993290;6041781;10/12/2024;698.0;0.0;349.0;0.0;0;;CLOSED;24/12/2024;116.33;No;15.0;Tecnología
11931657;7916576;19/12/2024;22.5;0.0;22.5;0.0;0;;CLOSED;02/01/2025;7.5;No;343.0;Tecnología
10498817;4810272;02/12/2024;71.77;0.0;71.77;0.0;0;;CLOSED;16/12/2024;23.92;No;513.0;Deporte
17285945;4003896;10/03/2025;24.0;16.0;8.0;0.0;0;;IN_PROGRESS;24/03/2025;8.0;No;430.0;Moda
16143047;3654834;20/02/2025;17.64;0.0;17.64;0.0;0;;CLOSED;06/03/2025;17.64;No;465.0;Supermercados
10542770;3876114;03/12/2024;42.5;0.0;42.5;0.0;0;;CLOSED;17/12/2024;14.17;No;19.0;Moda
9716109;4576510;22/11/2024;20.0;0.0;20.0;0.0;0;;CLOSED;06/12/2024;6.67;No;499.0;Moda
10609835;2676942;04/12/2024;18.09;0.0;18.09;0.0;0;;CLOSED;18/12/2024;6.03;No;471.0;Moda
18660551;4336013;30/03/2025;47.23;47.23;0.0;0.0;0;;IN_PROGRESS;13/04/2025;47.23;No;357.0;Supermercados
12773609;8483809;25/12/2024;14.58;0.0;14.58;0.0;0;;CLOSED;08/01/2025;14.58;No;481.0;Restaurantes
12063739;4941116;20/12/2024;36.0;0.0;36.0;0.0;0;;CLOSED;03/01/2025;12.0;No;466.0;Moda
14368709;7318490;21/01/2025;13.27;0.0;13.27;0.0;0;;CLOSED;04/02/2025;13.27;No;332.0;Farmacias
9797258;5015471;23/11/2024;14.0;0.0;14.0;0.0;0;;CLOSED;07/12/2024;4.67;No;435.0;Deporte
17812829;6367726;18/03/2025;23.4;15.6;7.8;0.0;0;;IN_PROGRESS;01/04/2025;7.8;No;379.0;Moda
18315236;5442223;26/03/2025;9.8;9.8;0.0;0.0;0;;IN_PROGRESS;09/04/2025;9.8;No;431.0;Supermercados
13448781;2747527;02/01/2025;23.88;0.0;23.88;0.0;0;;CLOSED;16/01/2025;23.88;No;397.0;Supermercados
10764314;2993771;07/12/2024;14.4;0.0;14.4;0.0;0;;CLOSED;21/12/2024;14.4;No;317.0;Supermercados
14281687;6791263;19/01/2025;46.2;0.0;46.2;0.0;0;;CLOSED;02/02/2025;15.4;No;343.0;Moda
11228472;2274715;13/12/2024;14.4;0.0;14.4;0.0;0;;CLOSED;27/12/2024;4.8;No;414.0;Moda
15278843;9951644;07/02/2025;32.05;0.0;32.05;0.0;0;;CLOSED;21/02/2025;32.05;No;411.0;Supermercados
10042751;2559337;28/11/2024;158.39;0.0;158.39;0.0;0;;CLOSED;12/12/2024;52.8;No;16.0;Tecnología
14876078;7550808;31/01/2025;31.82;0.0;31.82;0.0;0;;CLOSED;14/02/2025;31.82;No;339.0;Supermercados
12243690;2670841;22/12/2024;20.72;0.0;20.72;0.0;0;;CLOSED;05/01/2025;20.72;No;311.0;Supermercados
11638964;6177380;17/12/2024;14.0;0.0;14.0;0.0;0;;CLOSED;31/12/2024;4.67;No;432.0;Moda
15670192;2954958;14/02/2025;94.0;0.0;94.0;0.0;0;;CLOSED;28/02/2025;31.33;No;369.0;Farmacias
13947497;9551969;13/01/2025;58.0;0.0;58.0;0.0;0;;CLOSED;27/01/2025;19.33;No;418.0;Herramientas
9984584;2673754;26/11/2024;16.91;0.0;16.91;0.0;0;;CLOSED;10/12/2024;16.91;No;376.0;Supermercados
10095460;8661950;28/11/2024;61.81;0.0;61.81;0.0;0;;CLOSED;12/12/2024;20.6;No;424.0;Moda
16795043;8455765;02/03/2025;25.6;0.0;25.6;0.0;0;;CLOSED;16/03/2025;25.6;No;317.0;Supermercados
14846452;8322877;31/01/2025;17.83;0.0;17.83;0.0;0;;CLOSED;14/02/2025;17.83;No;15.0;Supermercados
8856698;3921459;05/11/2024;11.98;3.99;7.99;3.99;1;105.0;DELAYED;19/11/2024;3.99;No;490.0;Hogar
18244620;3206177;24/03/2025;16.38;16.38;0.0;0.0;0;;IN_PROGRESS;07/04/2025;16.38;No;331.0;Supermercados
9935705;1597745;25/11/2024;30.0;0.0;30.0;0.0;0;;CLOSED;09/12/2024;10.0;No;370.0;Entretenimiento
15222181;5249697;06/02/2025;4.32;0.0;4.32;0.0;0;;CLOSED;20/02/2025;4.32;No;460.0;Servicios
17845003;3379632;18/03/2025;19.76;19.76;0.0;0.0;0;;IN_PROGRESS;01/04/2025;19.76;No;487.0;Supermercados
15829156;4181110;15/02/2025;35.38;0.0;35.38;0.0;0;;CLOSED;01/03/2025;35.38;No;482.0;Supermercados
12926906;4886800;27/12/2024;40.8;0.0;40.8;0.0;0;;CLOSED;10/01/2025;13.6;No;442.0;Moda
13460720;4736478;02/01/2025;39.63;0.0;39.63;0.0;0;;CLOSED;16/01/2025;39.63;No;453.0;Supermercados
18239736;5534549;24/03/2025;15.1;15.1;0.0;0.0;0;;IN_PROGRESS;07/04/2025;15.1;No;378.0;Supermercados
13604048;9591852;05/01/2025;74.25;0.0;74.25;0.0;0;;CLOSED;19/01/2025;74.25;No;453.0;Farmacias
17475007;7739536;14/03/2025;28.79;19.19;9.6;0.0;0;;IN_PROGRESS;28/03/2025;9.6;No;524.0;Moda
12101710;2572106;21/12/2024;42.0;14.0;27.89;14.0;1;59.0;DELAYED;04/01/2025;14.0;No;476.0;Hogar
8955580;5115654;08/11/2024;20.46;0.0;20.46;0.0;0;;CLOSED;22/11/2024;6.82;No;436.0;Servicios
9049172;9695293;09/11/2024;12.0;0.0;12.0;0.0;0;;CLOSED;23/11/2024;4.0;No;436.0;Hogar
18293862;4139206;25/03/2025;80.4;80.4;0.0;0.0;0;;IN_PROGRESS;08/04/2025;26.8;No;438.0;Tecnología
12928378;5060803;27/12/2024;34.19;0.0;34.19;0.0;0;;CLOSED;10/01/2025;11.4;No;461.0;Moda
10931599;2678756;09/12/2024;25.36;0.0;25.36;0.0;0;;CLOSED;23/12/2024;8.45;No;410.0;Deporte
15991373;5606213;18/02/2025;10.99;0.0;10.99;0.0;0;;CLOSED;04/03/2025;10.99;No;428.0;Farmacias
18687842;8969861;31/03/2025;37.7;37.7;0.0;0.0;0;;IN_PROGRESS;14/04/2025;12.57;No;422.0;Servicios
8852935;3242125;05/11/2024;42.22;0.0;42.21;0.0;0;;CLOSED;19/11/2024;14.07;No;369.0;Salud
16123469;2448053;20/02/2025;30.35;0.0;30.35;0.0;0;;CLOSED;06/03/2025;10.12;No;446.0;Hogar
10014015;5116684;27/11/2024;16.0;0.0;16.0;0.0;0;;CLOSED;11/12/2024;5.33;No;428.0;Hogar
12217400;6750163;21/12/2024;10.0;0.0;10.0;0.0;0;;CLOSED;04/01/2025;3.33;No;252.0;Moda
10230255;8466833;30/11/2024;17.54;0.0;17.54;0.0;0;;CLOSED;14/12/2024;5.85;No;502.0;Moda
12252128;2793040;22/12/2024;22.67;0.0;22.67;0.0;0;;CLOSED;05/01/2025;7.56;No;467.0;Hogar
11560916;1250403;16/12/2024;113.37;0.0;113.37;0.0;0;;CLOSED;30/12/2024;37.79;No;465.0;Hogar
11533958;2797433;16/12/2024;29.6;0.0;29.6;0.0;0;;CLOSED;30/12/2024;9.87;No;446.0;Moda
12764324;2792099;24/12/2024;5.28;0.0;5.28;0.0;0;;CLOSED;07/01/2025;5.28;No;391.0;Servicios
9436038;6342342;17/11/2024;29.07;0.0;29.07;0.0;0;;CLOSED;01/12/2024;29.07;No;392.0;Supermercados
17966301;6372423;21/03/2025;14.0;14.0;0.0;0.0;0;;IN_PROGRESS;04/04/2025;4.67;No;449.0;Salud
8666484;9471168;02/11/2024;18.56;0.0;18.56;0.0;0;;CLOSED;16/11/2024;6.19;No;467.0;Deporte
13218541;6365982;30/12/2024;25.31;0.0;25.31;0.0;0;;CLOSED;13/01/2025;8.44;No;475.0;Hogar
10346158;9976544;30/11/2024;24.44;0.0;24.44;0.0;0;;CLOSED;14/12/2024;24.44;No;351.0;Supermercados
9495853;1325774;17/11/2024;77.5;0.0;77.5;0.0;0;;CLOSED;01/12/2024;25.83;No;397.0;Hogar
12930512;4362879;27/12/2024;14.35;0.0;14.35;0.0;0;;CLOSED;10/01/2025;14.35;No;428.0;Supermercados
15997483;1344240;18/02/2025;24.0;0.0;24.0;0.0;0;;CLOSED;04/03/2025;8.0;No;340.0;Salud
11277674;9733565;14/12/2024;15.04;0.0;15.04;0.0;0;;CLOSED;28/12/2024;5.01;No;324.0;Moda
13852360;5218046;11/01/2025;15.0;0.0;15.0;0.0;0;;CLOSED;25/01/2025;5.0;No;451.0;Servicios
16218488;4769404;22/02/2025;16.41;0.0;16.38;0.0;0;;CLOSED;08/03/2025;5.47;No;530.0;Moda
11138278;6177534;12/12/2024;84.0;0.0;84.0;0.0;0;;CLOSED;26/12/2024;28.0;No;464.0;Moda
14086607;9746636;16/01/2025;39.0;0.0;39.0;0.0;0;;CLOSED;30/01/2025;13.0;No;394.0;Moda
15840065;7607578;15/02/2025;15.13;0.0;15.13;0.0;0;;CLOSED;01/03/2025;15.13;No;431.0;Supermercados
13609596;1001293;05/01/2025;32.17;0.0;32.17;0.0;0;;CLOSED;19/01/2025;32.17;No;518.0;Supermercados
10944741;6901933;09/12/2024;13.43;13.43;0.0;13.43;3;99.0;DELAYED;23/12/2024;4.48;Yes;333.0;Farmacias
14593143;7683591;25/01/2025;72.94;0.0;72.94;0.0;0;;CLOSED;08/02/2025;72.94;No;443.0;Supermercados
16291028;1788077;23/02/2025;19.92;0.0;19.88;0.0;0;;CLOSED;09/03/2025;19.92;No;380.0;Farmacias
9439053;5717264;17/11/2024;23.3;0.0;23.3;0.0;0;;CLOSED;01/12/2024;23.3;No;350.0;Supermercados
13159259;4646310;29/12/2024;18.4;0.0;18.4;0.0;0;;CLOSED;12/01/2025;6.13;No;481.0;Hogar
14580320;2166330;25/01/2025;23.65;0.0;23.65;0.0;0;;CLOSED;08/02/2025;7.88;No;476.0;Moda
18188663;3193954;23/03/2025;14.08;14.08;0.0;0.0;0;;IN_PROGRESS;06/04/2025;14.08;No;427.0;Farmacias
17231999;8556525;09/03/2025;59.4;0.0;59.4;0.0;0;;CLOSED;23/03/2025;59.4;No;479.0;Supermercados
13557586;4519847;04/01/2025;56.42;0.0;56.42;0.0;0;;CLOSED;18/01/2025;56.42;No;435.0;Supermercados
15298966;4668138;07/02/2025;24.0;0.0;24.0;0.0;0;;CLOSED;21/02/2025;8.0;No;233.0;Hogar
13025894;1793748;28/12/2024;42.44;42.44;0.0;42.44;3;80.0;DELAYED;11/01/2025;14.15;Yes;441.0;Herramientas
15580629;5926677;12/02/2025;10.8;0.0;10.8;0.0;0;;CLOSED;26/02/2025;3.6;No;453.0;Moda
15825813;2004168;15/02/2025;125.0;0.0;125.0;0.0;0;;CLOSED;01/03/2025;41.67;No;358.0;Tecnología
11973452;7479765;20/12/2024;292.8;0.0;73.2;0.0;0;;IN_PROGRESS;03/01/2025;24.4;No;13.0;Tecnología
9906057;7470216;25/11/2024;10.6;0.0;10.6;0.0;0;;CLOSED;09/12/2024;3.53;No;338.0;Moda
